ward,target
19100098: Ward 98,25.0
19100099: Ward 99,19.0
19100100: Ward 100,12.0
19100101: Ward 101,22.0
19100102: Ward 102,6.0
19100103: Ward 103,6.0
19100104: Ward 104,18.0
19100105: Ward 105,12.0
19100106: Ward 106,21.0
19100107: Ward 107,8.0
19100108: Ward 108,23.0
19100109: Ward 109,18.0
19100110: Ward 110,15.0
19100111: Ward 111,17.0
